analysis_class	axon_guidance_synapse_mean	axon_guidance_synapse_median	axon_guidance_synapse_q25	axon_guidance_synapse_q75	background_max_mean	background_max_median	background_max_q25	background_max_q75	broad_class	cerebellar_identity_mean	cerebellar_identity_median	cerebellar_identity_q25	cerebellar_identity_q75	cerebellar_rank_mean	cerebellar_rank_median	cerebellar_rank_q25	cerebellar_rank_q75	dataset	dentate_identity_mean	dentate_identity_median	dentate_identity_q25	dentate_identity_q75	dentate_rank_mean	dentate_rank_median	dentate_rank_q25	dentate_rank_q75	identity_rank_contrast_mean	identity_rank_contrast_median	identity_rank_contrast_q25	identity_rank_contrast_q75	label	morphogenesis_cytoskeleton_mean	morphogenesis_cytoskeleton_median	morphogenesis_cytoskeleton_q25	morphogenesis_cytoskeleton_q75	n_cells_or_spots	platform	region	sample	sample_context	shared_granule_neuronal_mean	shared_granule_neuronal_median	shared_granule_neuronal_q25	shared_granule_neuronal_q75	shared_rank_mean	shared_rank_median	shared_rank_q25	shared_rank_q75	source_layer	species	structural_program_mean_mean	structural_program_mean_median	structural_program_mean_q25	structural_program_mean_q75	structural_rank_mean	structural_rank_median	structural_rank_q25	structural_rank_q75	unit_id	core_branch	core_role	primary_reason	current_use	caveat	eligible_for_primary_stats
human_dentate_anchor	0.948897	0.953713	0.872685	1.03073	0.323282	0.313457	0.255218	0.37245	dentate_candidate	0.059523	0.0509081	0	0.0942777	0.525879	0.537311	0.185076	0.759605	GSE325391	0.328435	0.329152	0.243969	0.41039	0.519582	0.524381	0.292113	0.752586	-0.00629688	0.00258589	-0.259143	0.25314	adult_human_dg_mature_anchor	0.609594	0.607984	0.525697	0.689461	2256	single_nucleus_selected_bridge	dentate_gyrus	S2R3	CTRL	0.963892	0.961988	0.90105	1.02556	0.517616	0.518101	0.289527	0.749261	gse325391_adult_dg	human	0.840794	0.843162	0.800173	0.886015	0.554218	0.558737	0.339028	0.776228	gse325391_adult_dg|GSE325391|S2R3|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.464934	0.398781	0.313829	0.644789	1.54567	1.54877	1.41005	1.68738	non_dentate_background	0.0362419	0	0	0	0.341968	0.185076	0.185076	0.185076	GSE325391	0.205841	0.200514	0	0.351693	0.315594	0.174363	0.0206871	0.588936	-0.0263745	-0.0343554	-0.164389	0.227096	adult_dg_background_warning	0.461696	0.464281	0.31553	0.611334	24	single_nucleus_selected_bridge	dentate_gyrus	S2R3	CTRL	0.790233	0.823377	0.706559	0.921441	0.237471	0.109161	0.0353713	0.371629	gse325391_adult_dg	human	0.572287	0.577328	0.501084	0.681439	0.0815632	0.0491319	0.0256742	0.0990026	gse325391_adult_dg|GSE325391|S2R3|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.641604	0.637341	0.433259	0.845053	0.466587	0.39101	0.265236	0.605494	dentate_candidate	0.0275332	0	0	0	0.313768	0.192442	0.192442	0.192442	GSE325391	0.235951	0.219212	0	0.354188	0.415927	0.337209	0.0389535	0.731395	0.10216	0.0593023	-0.153488	0.37936	adult_human_dg_differentiating_anchor	0.524601	0.516214	0.352158	0.691657	347	single_nucleus_selected_bridge	dentate_gyrus	S2R4	MAD	0.90068	0.912569	0.736541	1.07961	0.444618	0.364535	0.0709302	0.850291	gse325391_adult_dg	human	0.688962	0.688843	0.567078	0.814493	0.251902	0.130233	0.0622093	0.338081	gse325391_adult_dg|GSE325391|S2R4|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	1.03234	1.04201	0.95709	1.12831	0.265382	0.256967	0.202759	0.313743	dentate_candidate	0.0646863	0.0554447	0	0.101366	0.550712	0.568023	0.192442	0.77689	GSE325391	0.285	0.286942	0.204669	0.364745	0.524622	0.534012	0.294913	0.754215	-0.0260903	-0.0281977	-0.265116	0.226453	adult_human_dg_mature_anchor	0.605943	0.611674	0.522686	0.691065	1356	single_nucleus_selected_bridge	dentate_gyrus	S2R4	MAD	0.960589	0.96075	0.890272	1.02934	0.516871	0.517733	0.29811	0.736773	gse325391_adult_dg	human	0.866291	0.873523	0.82093	0.919487	0.568919	0.573547	0.361483	0.783285	gse325391_adult_dg|GSE325391|S2R4|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.513926	0.423226	0.326941	0.646918	1.77286	1.79406	1.31866	2.12387	non_dentate_background	0.0266258	0	0	0	0.285705	0.192442	0.192442	0.192442	GSE325391	0.147325	0	0	0.264923	0.281532	0.0389535	0.0389535	0.462791	-0.00417237	-0.153488	-0.153488	0.270349	adult_dg_background_warning	0.38048	0.421486	0.188403	0.504448	17	single_nucleus_selected_bridge	dentate_gyrus	S2R4	MAD	0.828829	0.772931	0.638065	1.00341	0.314159	0.0918605	0.0383721	0.656977	gse325391_adult_dg	human	0.574412	0.545006	0.494547	0.64795	0.096238	0.0517442	0.0331395	0.10407	gse325391_adult_dg|GSE325391|S2R4|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	False
human_dentate_anchor	0.485048	0.453063	0.298736	0.638664	0.478379	0.424977	0.289424	0.637472	dentate_candidate	0.0168151	0	0	0	0.36006	0.272889	0.272889	0.272889	GSE325391	0.22028	0.206268	0	0.325588	0.467486	0.45541	0.068371	0.782105	0.107427	0.0725327	-0.204518	0.404578	adult_human_dg_differentiating_anchor	0.522367	0.513501	0.323204	0.728604	266	single_nucleus_selected_bridge	dentate_gyrus	S2R5	MAD	0.850241	0.871138	0.673067	1.00597	0.461257	0.428062	0.110583	0.800535	gse325391_adult_dg	human	0.619219	0.628917	0.488838	0.742108	0.274816	0.209275	0.0906659	0.355232	gse325391_adult_dg|GSE325391|S2R5|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.950927	0.974566	0.867515	1.07693	0.274459	0.256634	0.200046	0.324393	dentate_candidate	0.0371109	0.027686	0	0.0594625	0.575234	0.62604	0.272889	0.799346	GSE325391	0.236747	0.226539	0.1567	0.303457	0.521494	0.520214	0.296968	0.74346	-0.0537404	-0.0665874	-0.294293	0.181629	adult_human_dg_mature_anchor	0.640888	0.642456	0.566233	0.730364	552	single_nucleus_selected_bridge	dentate_gyrus	S2R5	MAD	0.903935	0.90327	0.830161	0.981266	0.532667	0.528537	0.328775	0.743757	gse325391_adult_dg	human	0.831917	0.841778	0.785207	0.900437	0.623318	0.634364	0.450059	0.818371	gse325391_adult_dg|GSE325391|S2R5|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.500553	0.475152	0.310074	0.625966	1.42371	1.36608	1.1318	1.55201	non_dentate_background	0.0146719	0	0	0	0.334565	0.272889	0.272889	0.272889	GSE325391	0.172496	0.12343	0	0.281942	0.381921	0.227111	0.068371	0.68371	0.0473556	-0.204518	-0.204518	0.2717	adult_dg_background_warning	0.439397	0.398409	0.337405	0.565572	23	single_nucleus_selected_bridge	dentate_gyrus	S2R5	MAD	0.706091	0.673718	0.636407	0.770081	0.185804	0.111772	0.0790725	0.20868	gse325391_adult_dg	human	0.548681	0.529889	0.437023	0.672512	0.166417	0.122473	0.0588585	0.255648	gse325391_adult_dg|GSE325391|S2R5|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.612103	0.627022	0.422434	0.808396	0.272989	0.308278	0	0.42798	dentate_candidate	0.0329973	0	0	0	0.384592	0.254286	0.254286	0.254286	GSE325391	0.151547	0.1404	0	0.259668	0.38257	0.299821	0.102143	0.623036	-0.0020218	-0.152143	-0.152143	0.290536	adult_human_dg_differentiating_anchor	0.376933	0.374401	0.205591	0.520894	711	single_nucleus_selected_bridge	dentate_gyrus	S2R5stored	SAD	0.732123	0.738474	0.603438	0.891804	0.33139	0.213571	0.0803571	0.563571	gse325391_adult_dg	human	0.57372	0.5804	0.471424	0.687815	0.241608	0.149643	0.0673214	0.337321	gse325391_adult_dg|GSE325391|S2R5stored|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.865515	0.865929	0.767976	0.959363	0.253206	0.259072	0.197228	0.313808	dentate_candidate	0.0583742	0.0511397	0	0.0993061	0.540319	0.576964	0.254286	0.768036	GSE325391	0.231386	0.232209	0.148288	0.318753	0.541101	0.549821	0.316696	0.772232	0.000782411	0.00589286	-0.216518	0.24125	adult_human_dg_mature_anchor	0.515793	0.519448	0.433895	0.60357	2076	single_nucleus_selected_bridge	dentate_gyrus	S2R5stored	SAD	0.888113	0.892737	0.809013	0.967408	0.560605	0.566429	0.354196	0.775089	gse325391_adult_dg	human	0.756473	0.761199	0.706118	0.811071	0.591468	0.599464	0.388839	0.802232	gse325391_adult_dg|GSE325391|S2R5stored|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.402709	0.422594	0.315907	0.518331	1.46068	1.41899	1.2728	1.6424	non_dentate_background	0.0460302	0	0	0	0.411841	0.254286	0.254286	0.254286	GSE325391	0.17627	0	0	0.354718	0.397473	0.102143	0.102143	0.844286	-0.0143681	-0.152143	-0.152143	0.59	adult_dg_background_warning	0.275792	0.296816	0	0.408745	13	single_nucleus_selected_bridge	dentate_gyrus	S2R5stored	SAD	0.498922	0.563307	0.446151	0.657331	0.0820192	0.0628571	0.0285714	0.117143	gse325391_adult_dg	human	0.392475	0.362586	0.283585	0.545182	0.0638187	0.025	0.0117857	0.114286	gse325391_adult_dg|GSE325391|S2R5stored|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	False
human_dentate_anchor	0.513183	0.497393	0.321777	0.688255	0.485078	0.445532	0.324799	0.674803	dentate_candidate	0.0286888	0	0	0	0.393392	0.294987	0.294987	0.294987	GSE325391	0.171272	0.179813	0	0.28573	0.400296	0.369234	0.105604	0.649447	0.00690384	-0.189382	-0.189382	0.30995	adult_human_dg_differentiating_anchor	0.390537	0.387196	0.2038	0.546879	1533	single_nucleus_selected_bridge	dentate_gyrus	S2R6	MAD	0.755526	0.7628	0.602599	0.909	0.368408	0.248761	0.09817	0.608082	gse325391_adult_dg	human	0.553082	0.551851	0.451551	0.661953	0.2358	0.180328	0.0876859	0.311666	gse325391_adult_dg|GSE325391|S2R6|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.929688	0.939069	0.838349	1.03295	0.278714	0.266052	0.201308	0.337763	dentate_candidate	0.0564525	0.0433771	0	0.0985098	0.55231	0.612848	0.294987	0.784026	GSE325391	0.252644	0.250242	0.157907	0.344121	0.549646	0.544987	0.329966	0.782882	-0.00266342	0.00409836	-0.213305	0.220454	adult_human_dg_mature_anchor	0.501959	0.504441	0.414369	0.590295	3541	single_nucleus_selected_bridge	dentate_gyrus	S2R6	MAD	0.893266	0.898956	0.819975	0.969917	0.570213	0.580442	0.369424	0.778498	gse325391_adult_dg	human	0.774971	0.78189	0.728325	0.830931	0.631159	0.642775	0.455013	0.823294	gse325391_adult_dg|GSE325391|S2R6|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.446684	0.42437	0.269373	0.611061	1.38058	1.28846	1.08663	1.57637	non_dentate_background	0.0263217	0	0	0	0.376167	0.294987	0.294987	0.294987	GSE325391	0.152923	0	0	0.291467	0.369467	0.105604	0.105604	0.66403	-0.00670001	-0.189382	-0.189382	0.347193	adult_dg_background_warning	0.381766	0.397546	0.199335	0.538776	172	single_nucleus_selected_bridge	dentate_gyrus	S2R6	MAD	0.64122	0.649754	0.490208	0.799674	0.23027	0.126954	0.0481796	0.317432	gse325391_adult_dg	human	0.48989	0.483729	0.378507	0.588425	0.157454	0.116565	0.0473694	0.219453	gse325391_adult_dg|GSE325391|S2R6|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.687296	0.693531	0.54321	0.871516	0.347334	0.351461	0.136855	0.482767	dentate_candidate	0.0276835	0	0	0	0.357993	0.230361	0.230361	0.230361	GSE325391	0.160309	0.142785	0	0.288504	0.400413	0.312102	0.0753715	0.740446	0.0424198	-0.089172	-0.154989	0.3612	adult_human_dg_differentiating_anchor	0.527498	0.542533	0.392031	0.63834	74	single_nucleus_selected_bridge	dentate_gyrus	S3R2	RES	0.78115	0.780665	0.661104	0.910737	0.336489	0.219745	0.0631635	0.632166	gse325391_adult_dg	human	0.665315	0.680266	0.54899	0.779124	0.23673	0.140127	0.0456476	0.328025	gse325391_adult_dg|GSE325391|S3R2|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.98883	1.00896	0.89864	1.09249	0.295357	0.291207	0.222463	0.369367	dentate_candidate	0.0626878	0.0499449	0	0.101347	0.52848	0.548832	0.230361	0.764862	GSE325391	0.219814	0.207848	0.134128	0.296717	0.520293	0.516985	0.288217	0.754246	-0.00818697	0.00212314	-0.276539	0.243365	adult_human_dg_mature_anchor	0.605835	0.603596	0.531016	0.68869	396	single_nucleus_selected_bridge	dentate_gyrus	S3R2	RES	0.878581	0.882573	0.816389	0.948207	0.532823	0.536093	0.309448	0.769108	gse325391_adult_dg	human	0.824415	0.836772	0.780759	0.879474	0.551658	0.561571	0.332272	0.775478	gse325391_adult_dg|GSE325391|S3R2|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.329648	0.329648	0.329648	0.329648	1.14968	1.14968	1.14968	1.14968	non_dentate_background	0	0	0	0	0.230361	0.230361	0.230361	0.230361	GSE325391	0.151106	0.151106	0.151106	0.151106	0.333333	0.333333	0.333333	0.333333	0.102972	0.102972	0.102972	0.102972	adult_dg_background_warning	0.423324	0.423324	0.423324	0.423324	1	single_nucleus_selected_bridge	dentate_gyrus	S3R2	RES	0.702298	0.702298	0.702298	0.702298	0.101911	0.101911	0.101911	0.101911	gse325391_adult_dg	human	0.48509	0.48509	0.48509	0.48509	0.0254777	0.0254777	0.0254777	0.0254777	gse325391_adult_dg|GSE325391|S3R2|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	False
human_dentate_anchor	0.69601	0.737026	0.552733	0.860689	0.392576	0.369818	0.283295	0.488734	dentate_candidate	0.0357664	0	0	0.0681419	0.417638	0.242992	0.242992	0.682749	GSE325391	0.295264	0.299673	0.177951	0.424103	0.43353	0.395957	0.144744	0.714555	0.0158924	-0.0103774	-0.219003	0.311186	adult_human_dg_differentiating_anchor	0.591445	0.603301	0.456851	0.752467	793	single_nucleus_selected_bridge	dentate_gyrus	S3R4	RES	1.03204	1.06883	0.91468	1.17837	0.476648	0.476819	0.129111	0.803504	gse325391_adult_dg	human	0.773165	0.805517	0.68147	0.890731	0.357839	0.269811	0.0725067	0.626146	gse325391_adult_dg|GSE325391|S3R4|adult_human_dg_differentiating_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_dentate_anchor	0.900568	0.904168	0.818711	0.987234	0.333183	0.322724	0.257972	0.391293	dentate_candidate	0.0500342	0.042572	0	0.0821835	0.522833	0.544744	0.242992	0.758086	GSE325391	0.348116	0.350168	0.25161	0.444169	0.519133	0.522642	0.284636	0.75876	-0.00370057	-0.00134771	-0.231671	0.246226	adult_human_dg_mature_anchor	0.636213	0.641007	0.539282	0.737434	2909	single_nucleus_selected_bridge	dentate_gyrus	S3R4	RES	1.0719	1.07796	0.997134	1.15336	0.507785	0.506469	0.279515	0.738275	gse325391_adult_dg	human	0.869559	0.874199	0.819013	0.9271	0.540216	0.544474	0.315903	0.769272	gse325391_adult_dg|GSE325391|S3R4|adult_human_dg_mature_anchor|human_dentate_anchor	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	True
human_non_neuronal_background	0.533369	0.565059	0.362713	0.653451	1.40559	1.21616	1.16552	1.52613	non_dentate_background	0.0435459	0	0	0.0417477	0.423854	0.242992	0.242992	0.422338	GSE325391	0.125125	0	0	0.246819	0.194137	0.0239892	0.0239892	0.274191	-0.229717	-0.219003	-0.398349	0.0311995	adult_dg_background_warning	0.441147	0.348367	0.322163	0.458507	8	single_nucleus_selected_bridge	dentate_gyrus	S3R4	RES	0.697514	0.752601	0.602176	0.835853	0.0465296	0.0292453	0.0126011	0.0631402	gse325391_adult_dg	human	0.557344	0.569903	0.491645	0.622682	0.030593	0.0301887	0.0154313	0.0440027	gse325391_adult_dg|GSE325391|S3R4|adult_dg_background_warning|human_non_neuronal_background	human_dentate_hippocampus	primary adult human dentate anchor	Direct adult human dentate granule-cell nuclei from dentate punch samples.	Provides primary adult human DG anchor in the human bridge.	DG-enriched source is better for state/structural anchoring than within-sample DG-vs-CB contrast.	False
